"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"Upper secondary education (level 3)","HR03","Total","Total","Employed persons","Number","2011","628,120",""
"Upper secondary education (level 3)","HR04","Total","Total","Employed persons","Number","2011","319,830",""
"Upper secondary education (level 3)","HRZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","HRZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","IT","Total","Total","Employed persons","Number","2011","9,763,128",""
"Upper secondary education (level 3)","ITC","Total","Total","Employed persons","Number","2011","2,896,905",""
"Upper secondary education (level 3)","ITC1","Total","Total","Employed persons","Number","2011","766,620",""
"Upper secondary education (level 3)","ITC2","Total","Total","Employed persons","Number","2011","23,024",""
"Upper secondary education (level 3)","ITC3","Total","Total","Employed persons","Number","2011","278,635",""
"Upper secondary education (level 3)","ITC4","Total","Total","Employed persons","Number","2011","1,828,627",""
"Upper secondary education (level 3)","ITH","Total","Total","Employed persons","Number","2011","2,264,854",""
"Upper secondary education (level 3)","ITH1","Total","Total","Employed persons","Number","2011","118,495",""
"Upper secondary education (level 3)","ITH2","Total","Total","Employed persons","Number","2011","114,419",""
"Upper secondary education (level 3)","ITH3","Total","Total","Employed persons","Number","2011","947,898",""
"Upper secondary education (level 3)","ITH4","Total","Total","Employed persons","Number","2011","245,022",""
"Upper secondary education (level 3)","ITH5","Total","Total","Employed persons","Number","2011","839,020",""
"Upper secondary education (level 3)","ITI","Total","Total","Employed persons","Number","2011","2,073,965",""
"Upper secondary education (level 3)","ITI1","Total","Total","Employed persons","Number","2011","646,515",""
"Upper secondary education (level 3)","ITI2","Total","Total","Employed persons","Number","2011","168,488",""
"Upper secondary education (level 3)","ITI3","Total","Total","Employed persons","Number","2011","275,888",""
"Upper secondary education (level 3)","ITI4","Total","Total","Employed persons","Number","2011","983,075",""
"Upper secondary education (level 3)","ITF","Total","Total","Employed persons","Number","2011","1,741,257",""
"Upper secondary education (level 3)","ITF1","Total","Total","Employed persons","Number","2011","219,714",""
"Upper secondary education (level 3)","ITF2","Total","Total","Employed persons","Number","2011","45,269",""
"Upper secondary education (level 3)","ITF3","Total","Total","Employed persons","Number","2011","661,401",""
"Upper secondary education (level 3)","ITF4","Total","Total","Employed persons","Number","2011","494,761",""
"Upper secondary education (level 3)","ITF5","Total","Total","Employed persons","Number","2011","81,009",""
"Upper secondary education (level 3)","ITF6","Total","Total","Employed persons","Number","2011","239,103",""
"Upper secondary education (level 3)","ITG","Total","Total","Employed persons","Number","2011","786,148",""
"Upper secondary education (level 3)","ITG1","Total","Total","Employed persons","Number","2011","569,782",""
"Upper secondary education (level 3)","ITG2","Total","Total","Employed persons","Number","2011","216,366",""
"Upper secondary education (level 3)","ITZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","ITZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","CY","Total","Total","Employed persons","Number","2011","139,702",""
"Upper secondary education (level 3)","CY0","Total","Total","Employed persons","Number","2011","139,702",""
"Upper secondary education (level 3)","CY00","Total","Total","Employed persons","Number","2011","139,702",""
"Upper secondary education (level 3)","CYZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","CYZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LV","Total","Total","Employed persons","Number","2011","338,789",""
"Upper secondary education (level 3)","LV0","Total","Total","Employed persons","Number","2011","338,789",""
"Upper secondary education (level 3)","LV00","Total","Total","Employed persons","Number","2011","338,789",""
"Upper secondary education (level 3)","LVZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LVZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LT","Total","Total","Employed persons","Number","2011","331,418",""
"Upper secondary education (level 3)","LT0","Total","Total","Employed persons","Number","2011","331,418",""
"Upper secondary education (level 3)","LT00","Total","Total","Employed persons","Number","2011","331,418",""
"Upper secondary education (level 3)","LTZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LTZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LU","Total","Total","Employed persons","Number","2011","75,318",""
"Upper secondary education (level 3)","LU0","Total","Total","Employed persons","Number","2011","75,318",""
"Upper secondary education (level 3)","LU00","Total","Total","Employed persons","Number","2011","75,318",""
"Upper secondary education (level 3)","LUZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","LUZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","HU","Total","Total","Employed persons","Number","2011","2,222,105",""
"Upper secondary education (level 3)","HU1","Total","Total","Employed persons","Number","2011","639,089",""
"Upper secondary education (level 3)","HU10","Total","Total","Employed persons","Number","2011","639,089",""
"Upper secondary education (level 3)","HU2","Total","Total","Employed persons","Number","2011","740,479",""
"Upper secondary education (level 3)","HU21","Total","Total","Employed persons","Number","2011","274,712",""
"Upper secondary education (level 3)","HU22","Total","Total","Employed persons","Number","2011","262,143",""
"Upper secondary education (level 3)","HU23","Total","Total","Employed persons","Number","2011","203,624",""
"Upper secondary education (level 3)","HU3","Total","Total","Employed persons","Number","2011","842,537",""
"Upper secondary education (level 3)","HU31","Total","Total","Employed persons","Number","2011","250,764",""
"Upper secondary education (level 3)","HU32","Total","Total","Employed persons","Number","2011","303,995",""
"Upper secondary education (level 3)","HU33","Total","Total","Employed persons","Number","2011","287,778",""
"Upper secondary education (level 3)","HUZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","HUZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","MT","Total","Total","Employed persons","Number","2011","36,674",""
"Upper secondary education (level 3)","MT0","Total","Total","Employed persons","Number","2011","36,674",""
"Upper secondary education (level 3)","MT00","Total","Total","Employed persons","Number","2011","36,674",""
"Upper secondary education (level 3)","MTZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","MTZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","NL","Total","Total","Employed persons","Number","2011","3,162,780",""
"Upper secondary education (level 3)","NL1","Total","Total","Employed persons","Number","2011","343,109",""
"Upper secondary education (level 3)","NL11","Total","Total","Employed persons","Number","2011","107,833",""
"Upper secondary education (level 3)","NL12","Total","Total","Employed persons","Number","2011","135,591",""
"Upper secondary education (level 3)","NL13","Total","Total","Employed persons","Number","2011","99,685",""
"Upper secondary education (level 3)","NL2","Total","Total","Employed persons","Number","2011","706,491",""
"Upper secondary education (level 3)","NL21","Total","Total","Employed persons","Number","2011","233,366",""
"Upper secondary education (level 3)","NL22","Total","Total","Employed persons","Number","2011","390,983",""
"Upper secondary education (level 3)","NL23","Total","Total","Employed persons","Number","2011","82,142",""
"Upper secondary education (level 3)","NL3","Total","Total","Employed persons","Number","2011","1,410,269",""
"Upper secondary education (level 3)","NL31","Total","Total","Employed persons","Number","2011","211,932",""
