TIME,GEO,UNIT,Value,Flag and Footnotes
2015,ES43,Percentage of total population aged less than 60,19.3,
2015,ES43,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES43,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES5,Percentage,:,
2015,ES5,Percentage of total population aged less than 60,12.1,
2015,ES5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES51,Percentage,:,
2015,ES51,Percentage of total population aged less than 60,8.8,
2015,ES51,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES51,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES52,Percentage,:,
2015,ES52,Percentage of total population aged less than 60,18.1,
2015,ES52,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES52,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES53,Percentage,:,
2015,ES53,Percentage of total population aged less than 60,8.4,
2015,ES53,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES53,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES6,Percentage,:,
2015,ES6,Percentage of total population aged less than 60,23.3,
2015,ES6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES61,Percentage,:,
2015,ES61,Percentage of total population aged less than 60,24.9,
2015,ES61,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES61,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES62,Percentage,:,
2015,ES62,Percentage of total population aged less than 60,16.1,
2015,ES62,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES62,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES63,Percentage,:,
2015,ES63,Percentage of total population aged less than 60,10,
2015,ES63,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES63,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES64,Percentage,:,
2015,ES64,Percentage of total population aged less than 60,14.5,
2015,ES64,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES64,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES7,Percentage,:,
2015,ES7,Percentage of total population aged less than 60,20.8,
2015,ES7,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES7,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES70,Percentage,:,
2015,ES70,Percentage of total population aged less than 60,20.8,
2015,ES70,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES70,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,FR,Percentage,:,
2015,FR,Percentage of total population aged less than 60,8.6,
2015,FR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,FR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,HR,Percentage,:,
2015,HR,Percentage of total population aged less than 60,14.4,
2015,HR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,HR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,HR03,Percentage,:,
2015,HR03,Percentage of total population aged less than 60,12.8,
2015,HR03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,HR03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,HR04,Percentage,:,
2015,HR04,Percentage of total population aged less than 60,15.2,
2015,HR04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,HR04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IT,Percentage,:,
2015,IT,Percentage of total population aged less than 60,11.7,
2015,IT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITC,Percentage,:,
2015,ITC,Percentage of total population aged less than 60,6,
2015,ITC,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITC,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITC1,Percentage,:,
2015,ITC1,Percentage of total population aged less than 60,6.7,
2015,ITC1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITC1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITC2,Percentage,:,
2015,ITC2,Percentage of total population aged less than 60,6.6,
2015,ITC2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITC2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITC3,Percentage,:,
2015,ITC3,Percentage of total population aged less than 60,8.7,
2015,ITC3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITC3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITC4,Percentage,:,
2015,ITC4,Percentage of total population aged less than 60,5.3,
2015,ITC4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITC4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH,Percentage,:,
2015,ITH,Percentage of total population aged less than 60,6.1,
2015,ITH,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH1,Percentage,:,
2015,ITH1,Percentage of total population aged less than 60,3.5,
2015,ITH1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH2,Percentage,:,
2015,ITH2,Percentage of total population aged less than 60,5.2,
2015,ITH2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH3,Percentage,:,
2015,ITH3,Percentage of total population aged less than 60,7.2,
2015,ITH3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH4,Percentage,:,
2015,ITH4,Percentage of total population aged less than 60,7.8,
2015,ITH4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITH5,Percentage,:,
2015,ITH5,Percentage of total population aged less than 60,4.9,
2015,ITH5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITH5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITI,Percentage,:,
2015,ITI,Percentage of total population aged less than 60,9.4,
2015,ITI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITI1,Percentage,:,
2015,ITI1,Percentage of total population aged less than 60,7.1,
2015,ITI1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITI1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITI2,Percentage,:,
2015,ITI2,Percentage of total population aged less than 60,11.7,
2015,ITI2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITI2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITI3,Percentage,:,
2015,ITI3,Percentage of total population aged less than 60,9.1,
2015,ITI3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITI3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITI4,Percentage,:,
2015,ITI4,Percentage of total population aged less than 60,10.5,
2015,ITI4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITI4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITF,Percentage,:,
2015,ITF,Percentage of total population aged less than 60,17.5,
2015,ITF,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITF,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITF1,Percentage,:,
2015,ITF1,Percentage of total population aged less than 60,11.8,
2015,ITF1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ITF1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ITF2,Percentage,:,
2015,ITF2,Percentage of total population aged less than 60,11.4,
2015,ITF2,Percentage of total population - upper boundary of the 95% confidence interval,:,
